,brand,titles,titles_tag
2232,nick & nora,baby bootie canvas clothe girls grey jim jungle large months newborn nick nora one onesie pink set short size sleeved tote white,"[('baby', 'NOUN'), ('bootie', 'NOUN'), ('canvas', 'NOUN'), ('clothe', 'NOUN'), ('girls', 'NOUN'), ('grey', 'ADJ'), ('jim', 'PROPN'), ('jungle', 'ADJ'), ('large', 'ADJ'), ('months', 'NOUN'), ('newborn', 'ADJ'), ('nick', 'ADJ'), ('nora', 'NOUN'), ('one', 'NUM'), ('onesie', 'NOUN'), ('pink', 'NOUN'), ('set', 'VERB'), ('short', 'ADJ'), ('size', 'NOUN'), ('sleeved', 'VERB'), ('tote', 'NOUN'), ('white', 'ADJ')]"
2233,nickelodeon,away backpack bikini blue bottom boys brief clothe diego employee full girls multi nickelodeon one pack plush polyester quot size spongebob squarepants tie yellow,"[('away', 'ADV'), ('backpack', 'NOUN'), ('bikini', 'NOUN'), ('blue', 'ADJ'), ('bottom', 'ADJ'), ('boys', 'NOUN'), ('brief', 'ADJ'), ('clothe', 'NOUN'), ('diego', 'ADJ'), ('employee', 'NOUN'), ('full', 'ADJ'), ('girls', 'NOUN'), ('multi', 'NOUN'), ('nickelodeon', 'NOUN'), ('one', 'NUM'), ('pack', 'NOUN'), ('plush', 'ADJ'), ('polyester', 'NOUN'), ('quot', 'NOUN'), ('size', 'NOUN'), ('spongebob', 'VERB'), ('squarepants', 'NOUN'), ('tie', 'VERB'), ('yellow', 'ADJ')]"
2234,nike,adult black blaze blue brewers brown cadence carbon chrome clothe crystal dark dorado dri exp fade fit flash flyers flywheel frame french glossy gold golf graphite gray grey gunmetal hockey hyperion ice interchange large lens lenses max men miler milwaukee mojo multilayer nike obsidian orange oregon overpass philadelphia plum polarize pounce rangers red revive robin round royal run series shiny shirt silver singlet skylon slate smoke square steel sunglasses tarj throwback tint translucent undermine varsity vest vis volano watch yellow york yount,"[('adult', 'NOUN'), ('black', 'ADJ'), ('blaze', 'NOUN'), ('blue', 'ADJ'), ('brewers', 'NOUN'), ('brown', 'ADJ'), ('cadence', 'NOUN'), ('carbon', 'NOUN'), ('chrome', 'NOUN'), ('clothe', 'NOUN'), ('crystal', 'NOUN'), ('dark', 'ADJ'), ('dorado', 'NOUN'), ('dri', 'NOUN'), ('exp', 'NOUN'), ('fade', 'NOUN'), ('fit', 'ADJ'), ('flash', 'NOUN'), ('flyers', 'NOUN'), ('flywheel', 'NOUN'), ('frame', 'NOUN'), ('french', 'ADJ'), ('glossy', 'ADJ'), ('gold', 'NOUN'), ('golf', 'NOUN'), ('graphite', 'VERB'), ('gray', 'ADJ'), ('grey', 'ADJ'), ('gunmetal', 'ADJ'), ('hockey', 'NOUN'), ('hyperion', 'NOUN'), ('ice', 'NOUN'), ('interchange', 'NOUN'), ('large', 'ADJ'), ('lens', 'NOUN'), ('lenses', 'NOUN'), ('max', 'NOUN'), ('men', 'NOUN'), ('miler', 'VERB'), ('milwaukee', 'NOUN'), ('mojo', 'NOUN'), ('multilayer', 'NOUN'), ('nike', 'NOUN'), ('obsidian', 'ADJ'), ('orange', 'ADJ'), ('oregon', 'NOUN'), ('overpass', 'NOUN'), ('philadelphia', 'NOUN'), ('plum', 'NOUN'), ('polarize', 'VERB'), ('pounce', 'NOUN'), ('rangers', 'NOUN'), ('red', 'ADJ'), ('revive', 'NOUN'), ('robin', 'NOUN'), ('round', 'ADP'), ('royal', 'ADJ'), ('run', 'NOUN'), ('series', 'NOUN'), ('shiny', 'ADJ'), ('shirt', 'NOUN'), ('silver', 'NOUN'), ('singlet', 'NOUN'), ('skylon', 'NOUN'), ('slate', 'NOUN'), ('smoke', 'NOUN'), ('square', 'ADJ'), ('steel', 'NOUN'), ('sunglasses', 'NOUN'), ('tarj', 'ADV'), ('throwback', 'VERB'), ('tint', 'NOUN'), ('translucent', 'NOUN'), ('undermine', 'ADJ'), ('varsity', 'NOUN'), ('vest', 'X'), ('vis', 'X'), ('volano', 'NOUN'), ('watch', 'VERB'), ('yellow', 'ADJ'), ('york', 'NOUN'), ('yount', 'NOUN')]"
2235,nikon,adobe auto black body brown camera cameras clothe cloud coolpix course creative digital dslr eyewear focus frame gray kit lens lenses luminosi megapixel month nikkor nikon online pack performance photochromic polarize red reduction refurbish school select shiny subscription sunglasses sunwear titanium value vibration zoom,"[('adobe', 'NOUN'), ('auto', 'NOUN'), ('black', 'ADJ'), ('body', 'NOUN'), ('brown', 'ADJ'), ('camera', 'NOUN'), ('cameras', 'NOUN'), ('clothe', 'NOUN'), ('cloud', 'NOUN'), ('coolpix', 'VERB'), ('course', 'NOUN'), ('creative', 'ADJ'), ('digital', 'ADJ'), ('dslr', 'NOUN'), ('eyewear', 'NOUN'), ('focus', 'NOUN'), ('frame', 'NOUN'), ('gray', 'ADJ'), ('kit', 'NOUN'), ('lens', 'NOUN'), ('lenses', 'NOUN'), ('luminosi', 'VERB'), ('megapixel', 'NOUN'), ('month', 'NOUN'), ('nikkor', 'NOUN'), ('nikon', 'ADP'), ('online', 'ADJ'), ('pack', 'NOUN'), ('performance', 'NOUN'), ('photochromic', 'NOUN'), ('polarize', 'VERB'), ('red', 'ADJ'), ('reduction', 'NOUN'), ('refurbish', 'NOUN'), ('school', 'NOUN'), ('select', 'ADJ'), ('shiny', 'ADJ'), ('subscription', 'NOUN'), ('sunglasses', 'NOUN'), ('sunwear', 'NOUN'), ('titanium', 'NOUN'), ('value', 'NOUN'), ('vibration', 'NOUN'), ('zoom', 'NOUN')]"
2236,nikwax,care clean clothe duo footwear hardshell kit leather nikwax nubuck pack paste softshell suede twin waterproof wax,"[('care', 'VERB'), ('clean', 'ADJ'), ('clothe', 'NOUN'), ('duo', 'NOUN'), ('footwear', 'NOUN'), ('hardshell', 'NOUN'), ('kit', 'NOUN'), ('leather', 'NOUN'), ('nikwax', 'ADV'), ('nubuck', 'NOUN'), ('pack', 'NOUN'), ('paste', 'NOUN'), ('softshell', 'NOUN'), ('suede', 'VERB'), ('twin', 'ADJ'), ('waterproof', 'NOUN'), ('wax', 'NOUN')]"
2237,niles,black ceiling control direct indoor input niles outdoor pair selector silver soundfield speaker speakers stereo volume way white,"[('black', 'ADJ'), ('ceiling', 'NOUN'), ('control', 'NOUN'), ('direct', 'ADJ'), ('indoor', 'ADJ'), ('input', 'NOUN'), ('niles', 'NOUN'), ('outdoor', 'ADJ'), ('pair', 'NOUN'), ('selector', 'NOUN'), ('silver', 'NOUN'), ('soundfield', 'NOUN'), ('speaker', 'NOUN'), ('speakers', 'NOUN'), ('stereo', 'NOUN'), ('volume', 'NOUN'), ('way', 'NOUN'), ('white', 'ADJ')]"
2238,nine west,almond attitude backpack bag belt benard black body bone bra brighten brown business camel card case chestnut chocolate clothe coat cobalt cognac combo cross dark doctor duffel east fire flap frost fuchsia giant gold handbag harve hobo hudson khaki lace large life line lisa maze med medallian medium metal min mix moss multi natural navy nine ninewest one optic orange pale pant park pewter pink pocket purse quot raspberry red satchel shelf shoe shopper sideways sign size skirt small spacious square stone strap swacket tank tobacco tote trim triple urban vegas weekender west wheel white women wool wrap,"[('almond', 'ADJ'), ('attitude', 'NOUN'), ('backpack', 'NOUN'), ('bag', 'NOUN'), ('belt', 'NOUN'), ('benard', 'NOUN'), ('black', 'ADJ'), ('body', 'NOUN'), ('bone', 'NOUN'), ('bra', 'NOUN'), ('brighten', 'VERB'), ('brown', 'ADJ'), ('business', 'NOUN'), ('camel', 'NOUN'), ('card', 'NOUN'), ('case', 'NOUN'), ('chestnut', 'NOUN'), ('chocolate', 'NOUN'), ('clothe', 'NOUN'), ('coat', 'NOUN'), ('cobalt', 'NOUN'), ('cognac', 'NOUN'), ('combo', 'NOUN'), ('cross', 'VERB'), ('dark', 'ADJ'), ('doctor', 'NOUN'), ('duffel', 'VERB'), ('east', 'ADJ'), ('fire', 'NOUN'), ('flap', 'ADP'), ('frost', 'ADJ'), ('fuchsia', 'NOUN'), ('giant', 'ADJ'), ('gold', 'NOUN'), ('handbag', 'NOUN'), ('harve', 'NOUN'), ('hobo', 'NOUN'), ('hudson', 'NOUN'), ('khaki', 'VERB'), ('lace', 'VERB'), ('large', 'ADJ'), ('life', 'NOUN'), ('line', 'NOUN'), ('lisa', 'NOUN'), ('maze', 'NOUN'), ('med', 'VERB'), ('medallian', 'ADJ'), ('medium', 'NOUN'), ('metal', 'NOUN'), ('min', 'NOUN'), ('mix', 'NOUN'), ('moss', 'NOUN'), ('multi', 'ADJ'), ('natural', 'ADJ'), ('navy', 'NOUN'), ('nine', 'NUM'), ('ninewest', 'ADJ'), ('one', 'NUM'), ('optic', 'ADJ'), ('orange', 'NOUN'), ('pale', 'ADJ'), ('pant', 'ADJ'), ('park', 'NOUN'), ('pewter', 'NOUN'), ('pink', 'NOUN'), ('pocket', 'NOUN'), ('purse', 'NOUN'), ('quot', 'NOUN'), ('raspberry', 'VERB'), ('red', 'ADJ'), ('satchel', 'ADJ'), ('shelf', 'NOUN'), ('shoe', 'NOUN'), ('shopper', 'NOUN'), ('sideways', 'NOUN'), ('sign', 'NOUN'), ('size', 'NOUN'), ('skirt', 'NOUN'), ('small', 'ADJ'), ('spacious', 'ADJ'), ('square', 'ADJ'), ('stone', 'NOUN'), ('strap', 'NOUN'), ('swacket', 'NOUN'), ('tank', 'NOUN'), ('tobacco', 'NOUN'), ('tote', 'NOUN'), ('trim', 'VERB'), ('triple', 'ADJ'), ('urban', 'ADJ'), ('vegas', 'NOUN'), ('weekender', 'NOUN'), ('west', 'NOUN'), ('wheel', 'NOUN'), ('white', 'ADJ'), ('women', 'NOUN'), ('wool', 'NOUN'), ('wrap', 'NOUN')]"
2239,nintendo,adult blue bros brown cap chase classic classically clothe controller distress hat hoodie italian large license love mario metroid model mushroom nintendo power role run shirt star super switch train trucker wii xlarge,"[('adult', 'NOUN'), ('blue', 'ADJ'), ('bros', 'NOUN'), ('brown', 'ADJ'), ('cap', 'NOUN'), ('chase', 'NOUN'), ('classic', 'NOUN'), ('classically', 'ADV'), ('clothe', 'NOUN'), ('controller', 'NOUN'), ('distress', 'NOUN'), ('hat', 'NOUN'), ('hoodie', 'NOUN'), ('italian', 'ADJ'), ('large', 'ADJ'), ('license', 'NOUN'), ('love', 'NOUN'), ('mario', 'NOUN'), ('metroid', 'NOUN'), ('model', 'NOUN'), ('mushroom', 'NOUN'), ('nintendo', 'NOUN'), ('power', 'NOUN'), ('role', 'NOUN'), ('run', 'VERB'), ('shirt', 'NOUN'), ('star', 'NOUN'), ('super', 'ADJ'), ('switch', 'NOUN'), ('train', 'NOUN'), ('trucker', 'NOUN'), ('wii', 'VERB'), ('xlarge', 'NOUN')]"
2240,nirvana,black clothe cobain kurt ladies legend live nirvana patch scratch shirt smile tissue,"[('black', 'ADJ'), ('clothe', 'NOUN'), ('cobain', 'NOUN'), ('kurt', 'NOUN'), ('ladies', 'NOUN'), ('legend', 'VERB'), ('live', 'ADJ'), ('nirvana', 'NOUN'), ('patch', 'NOUN'), ('scratch', 'NOUN'), ('shirt', 'NOUN'), ('smile', 'NOUN'), ('tissue', 'NOUN')]"
2241,nite ize,apy beam flashlight free function inova lead stand titanium ultraviolet yellow,"[('apy', 'CCONJ'), ('beam', 'ADJ'), ('flashlight', 'NOUN'), ('free', 'ADJ'), ('function', 'NOUN'), ('inova', 'NOUN'), ('lead', 'NOUN'), ('stand', 'VERB'), ('titanium', 'NOUN'), ('ultraviolet', 'NOUN'), ('yellow', 'ADJ')]"
2242,nixon,baseball black brown clothe hat men nixon player rhetoric rotolog watch,"[('baseball', 'NOUN'), ('black', 'ADJ'), ('brown', 'ADJ'), ('clothe', 'NOUN'), ('hat', 'NOUN'), ('men', 'NOUN'), ('nixon', 'NOUN'), ('player', 'NOUN'), ('rhetoric', 'NOUN'), ('rotolog', 'NOUN'), ('watch', 'NOUN')]"
2243,nm,clothe dot maternity retro swimsuit,"[('clothe', 'NOUN'), ('dot', 'NOUN'), ('maternity', 'NOUN'), ('retro', 'NOUN'), ('swimsuit', 'NOUN')]"
2244,nnw darque,black clothe dress gothic sexy tube,"[('black', 'ADJ'), ('clothe', 'NOUN'), ('dress', 'NOUN'), ('gothic', 'ADJ'), ('sexy', 'ADJ'), ('tube', 'NOUN')]"
2245,no fear,beanie belt black brown clothe fear fit longpod men navy one pyramid random reversible size,"[('beanie', 'NOUN'), ('belt', 'NOUN'), ('black', 'ADJ'), ('brown', 'ADJ'), ('clothe', 'NOUN'), ('fear', 'NOUN'), ('fit', 'ADJ'), ('longpod', 'NOUN'), ('men', 'NOUN'), ('navy', 'NOUN'), ('one', 'NUM'), ('pyramid', 'NOUN'), ('random', 'ADJ'), ('reversible', 'ADJ'), ('size', 'NOUN')]"
2246,no huddle,buccaneer cap clothe dolphins fit flexfit giants high huddle jacket knit men nfl one patriots ram redskins size steel steelers track vikings xxl,"[('buccaneer', 'NOUN'), ('cap', 'NOUN'), ('clothe', 'NOUN'), ('dolphins', 'VERB'), ('fit', 'ADJ'), ('flexfit', 'NOUN'), ('giants', 'NOUN'), ('high', 'ADJ'), ('huddle', 'NOUN'), ('jacket', 'NOUN'), ('knit', 'VERB'), ('men', 'NOUN'), ('nfl', 'NOUN'), ('one', 'NUM'), ('patriots', 'NOUN'), ('ram', 'NOUN'), ('redskins', 'NOUN'), ('size', 'NOUN'), ('steel', 'NOUN'), ('steelers', 'NOUN'), ('track', 'VERB'), ('vikings', 'NOUN'), ('xxl', 'NOUN')]"
2247,no more stinky feet,bottle clothe feet foot spray stinky two,"[('bottle', 'VERB'), ('clothe', 'NOUN'), ('feet', 'NOUN'), ('foot', 'NOUN'), ('spray', 'NOUN'), ('stinky', 'ADJ'), ('two', 'NUM')]"
2248,no nonsense,bikini black brief clothe cotton cut large medium microfiber nonsense nude pack panties pink small strip white women xlarge,"[('bikini', 'ADJ'), ('black', 'ADJ'), ('brief', 'ADJ'), ('clothe', 'NOUN'), ('cotton', 'NOUN'), ('cut', 'VERB'), ('large', 'ADJ'), ('medium', 'ADJ'), ('microfiber', 'NOUN'), ('nonsense', 'NOUN'), ('nude', 'ADJ'), ('pack', 'NOUN'), ('panties', 'NOUN'), ('pink', 'VERB'), ('small', 'ADJ'), ('strip', 'NOUN'), ('white', 'ADJ'), ('women', 'NOUN'), ('xlarge', 'NOUN')]"
2249,no trace,break camo clothe hunt mossy oak pant trace,"[('break', 'VERB'), ('camo', 'NOUN'), ('clothe', 'NOUN'), ('hunt', 'NOUN'), ('mossy', 'NOUN'), ('oak', 'VERB'), ('pant', 'ADJ'), ('trace', 'NOUN')]"
2250,nofx,clothe large nofx old shirt size skull,"[('clothe', 'VERB'), ('large', 'ADJ'), ('nofx', 'ADJ'), ('old', 'ADJ'), ('shirt', 'NOUN'), ('size', 'NOUN'), ('skull', 'NOUN')]"
2251,noppies,clothe maternity noppies overbelly pant,"[('clothe', 'NOUN'), ('maternity', 'NOUN'), ('noppies', 'NOUN'), ('overbelly', 'ADV'), ('pant', 'ADJ')]"
2252,nordic fall,basic black clothe collar fall faux fur jacket length long nordic orchid shell small soft women,"[('basic', 'ADJ'), ('black', 'ADJ'), ('clothe', 'NOUN'), ('collar', 'NOUN'), ('fall', 'VERB'), ('faux', 'ADJ'), ('fur', 'NOUN'), ('jacket', 'NOUN'), ('length', 'NOUN'), ('long', 'ADJ'), ('nordic', 'ADJ'), ('orchid', 'NOUN'), ('shell', 'NOUN'), ('small', 'ADJ'), ('soft', 'ADJ'), ('women', 'NOUN')]"
2253,nordic gear,black clothe gear glove large lectra nordic,"[('black', 'ADJ'), ('clothe', 'NOUN'), ('gear', 'NOUN'), ('glove', 'VERB'), ('large', 'ADJ'), ('lectra', 'ADJ'), ('nordic', 'ADJ')]"
2254,norma jean,chainsaw clothe jean norma shirt,"[('chainsaw', 'ADJ'), ('clothe', 'NOUN'), ('jean', 'NOUN'), ('norma', 'NOUN'), ('shirt', 'NOUN')]"
2255,north star,basic black clip clothe leather money north star,"[('basic', 'ADJ'), ('black', 'ADJ'), ('clip', 'NOUN'), ('clothe', 'NOUN'), ('leather', 'NOUN'), ('money', 'NOUN'), ('north', 'NOUN'), ('star', 'NOUN')]"
2256,northstar diamond,clothe cowboys diamond nfl northstar ring steelers titanium,"[('clothe', 'NOUN'), ('cowboys', 'NOUN'), ('diamond', 'VERB'), ('nfl', 'NOUN'), ('northstar', 'NOUN'), ('ring', 'NOUN'), ('steelers', 'NOUN'), ('titanium', 'NOUN')]"
2257,nosferatu,clothe glow large nosferatu shirt,"[('clothe', 'NOUN'), ('glow', 'VERB'), ('large', 'ADJ'), ('nosferatu', 'NOUN'), ('shirt', 'NOUN')]"
2258,novel tees,clothe euro extra long microfiber money tie white,"[('clothe', 'NOUN'), ('euro', 'NOUN'), ('extra', 'ADJ'), ('long', 'ADJ'), ('microfiber', 'NOUN'), ('money', 'NOUN'), ('tie', 'VERB'), ('white', 'ADJ')]"
2259,novica,accent alpaca bag baliku batik black blossom braid cherry chocolate cloak clothe cotton cross double ebony ethnic fibers flower golden handbag hemp hillside king leaf leather lime lions natural ocean ochre palm paradise pashmina paths peacock phone pompom poncho pouch psychedelic purse rainbow rayon rise robe shawl shoulder silk spice star stick sunrise suprise triad trip turquoise versatile walk wood wool yellow,"[('accent', 'NOUN'), ('alpaca', 'ADP'), ('bag', 'NOUN'), ('baliku', 'NOUN'), ('batik', 'ADJ'), ('black', 'ADJ'), ('blossom', 'NOUN'), ('braid', 'NOUN'), ('cherry', 'NOUN'), ('chocolate', 'NOUN'), ('cloak', 'NOUN'), ('clothe', 'NOUN'), ('cotton', 'NOUN'), ('cross', 'NOUN'), ('double', 'ADJ'), ('ebony', 'NOUN'), ('ethnic', 'ADJ'), ('fibers', 'NOUN'), ('flower', 'VERB'), ('golden', 'ADJ'), ('handbag', 'NOUN'), ('hemp', 'NOUN'), ('hillside', 'NOUN'), ('king', 'NOUN'), ('leaf', 'NOUN'), ('leather', 'NOUN'), ('lime', 'NOUN'), ('lions', 'NOUN'), ('natural', 'ADJ'), ('ocean', 'NOUN'), ('ochre', 'NOUN'), ('palm', 'NOUN'), ('paradise', 'X'), ('pashmina', 'NOUN'), ('paths', 'NOUN'), ('peacock', 'VERB'), ('phone', 'NOUN'), ('pompom', 'NOUN'), ('poncho', 'VERB'), ('pouch', 'NOUN'), ('psychedelic', 'ADJ'), ('purse', 'NOUN'), ('rainbow', 'NOUN'), ('rayon', 'NOUN'), ('rise', 'NOUN'), ('robe', 'NOUN'), ('shawl', 'NOUN'), ('shoulder', 'NOUN'), ('silk', 'NOUN'), ('spice', 'NOUN'), ('star', 'NOUN'), ('stick', 'NOUN'), ('sunrise', 'NOUN'), ('suprise', 'NOUN'), ('triad', 'NOUN'), ('trip', 'NOUN'), ('turquoise', 'NOUN'), ('versatile', 'ADJ'), ('walk', 'NOUN'), ('wood', 'NOUN'), ('wool', 'NOUN'), ('yellow', 'ADJ')]"
2260,now design,apron basic clothe style terracotta,"[('apron', 'VERB'), ('basic', 'ADJ'), ('clothe', 'NOUN'), ('style', 'NOUN'), ('terracotta', 'NOUN')]"
2261,nubra,adhesive black bra breast cage case clothe enhancer feather hard invisible large laundry light lite nubra nude shell soft super travel white,"[('adhesive', 'ADJ'), ('black', 'ADJ'), ('bra', 'NOUN'), ('breast', 'NOUN'), ('cage', 'NOUN'), ('case', 'NOUN'), ('clothe', 'NOUN'), ('enhancer', 'NOUN'), ('feather', 'ADV'), ('hard', 'ADV'), ('invisible', 'ADJ'), ('large', 'ADJ'), ('laundry', 'ADJ'), ('light', 'ADJ'), ('lite', 'NOUN'), ('nubra', 'ADJ'), ('nude', 'ADJ'), ('shell', 'NOUN'), ('soft', 'ADJ'), ('super', 'ADJ'), ('travel', 'NOUN'), ('white', 'ADJ')]"
2262,nudie,black clothe coat double jim slim,"[('black', 'ADJ'), ('clothe', 'NOUN'), ('coat', 'NOUN'), ('double', 'ADJ'), ('jim', 'NOUN'), ('slim', 'ADJ')]"
2263,nuovedive,bag brown clothe dark hobo leather nuovedive suede,"[('bag', 'VERB'), ('brown', 'ADJ'), ('clothe', 'NOUN'), ('dark', 'ADJ'), ('hobo', 'NOUN'), ('leather', 'NOUN'), ('nuovedive', 'ADJ'), ('suede', 'NOUN')]"
2264,nursing mamas,black blouse boucle classic clothe dress earth flare fleece floral hood little mamas neck nurse pink red shirt short silhoutte sleeve sparkle sun sweater sweatshirt tank top zip,"[('black', 'ADJ'), ('blouse', 'NOUN'), ('boucle', 'NOUN'), ('classic', 'ADJ'), ('clothe', 'NOUN'), ('dress', 'NOUN'), ('earth', 'NOUN'), ('flare', 'NOUN'), ('fleece', 'NOUN'), ('floral', 'ADJ'), ('hood', 'NOUN'), ('little', 'ADJ'), ('mamas', 'NOUN'), ('neck', 'NOUN'), ('nurse', 'NOUN'), ('pink', 'ADJ'), ('red', 'ADJ'), ('shirt', 'NOUN'), ('short', 'ADJ'), ('silhoutte', 'NOUN'), ('sleeve', 'NOUN'), ('sparkle', 'NOUN'), ('sun', 'NOUN'), ('sweater', 'NOUN'), ('sweatshirt', 'NOUN'), ('tank', 'NOUN'), ('top', 'NOUN'), ('zip', 'NOUN')]"
2265,nvidia,black controller nvidia shield wireless,"[('black', 'ADJ'), ('controller', 'NOUN'), ('nvidia', 'NOUN'), ('shield', 'NOUN'), ('wireless', 'NOUN')]"
2266,nvie designs,bag beach beehive black blowout blue box breast brooch brown burgundy center classic clearance clothe clutch coin cookie copper corduroy cosmetic cotton crush deep denim desert dot double duffel embroider embroidery even everyday figs floral front fuschia genuine geometric gold gray green grey handbag handcraft handle hobo holiday hot jewel kashmir lace laptop large leather limit london mango messenger metallic midnight millionaire mini mirror miss multibag nvie offer olive party pashmina pink polka potli princess purple purse red rio royal sand satin seal sequined sequins shawl silk silver small sparkle spring stone strip stripe suede swiss tan tantalize tassle temptations time tina tone tote tri trim turquoise two velvet vicious violet wash weekender wine yellow zip,"[('bag', 'NOUN'), ('beach', 'NOUN'), ('beehive', 'ADJ'), ('black', 'ADJ'), ('blowout', 'NOUN'), ('blue', 'ADJ'), ('box', 'NOUN'), ('breast', 'NOUN'), ('brooch', 'NOUN'), ('brown', 'ADJ'), ('burgundy', 'NOUN'), ('center', 'NOUN'), ('classic', 'ADJ'), ('clearance', 'NOUN'), ('clothe', 'NOUN'), ('clutch', 'NOUN'), ('coin', 'NOUN'), ('cookie', 'NOUN'), ('copper', 'NOUN'), ('corduroy', 'NOUN'), ('cosmetic', 'ADJ'), ('cotton', 'NOUN'), ('crush', 'NOUN'), ('deep', 'ADJ'), ('denim', 'ADJ'), ('desert', 'NOUN'), ('dot', 'NOUN'), ('double', 'ADV'), ('duffel', 'ADJ'), ('embroider', 'ADJ'), ('embroidery', 'NOUN'), ('even', 'ADV'), ('everyday', 'ADJ'), ('figs', 'NOUN'), ('floral', 'ADJ'), ('front', 'ADJ'), ('fuschia', 'NOUN'), ('genuine', 'ADJ'), ('geometric', 'ADJ'), ('gold', 'NOUN'), ('gray', 'ADJ'), ('green', 'ADJ'), ('grey', 'NOUN'), ('handbag', 'NOUN'), ('handcraft', 'NOUN'), ('handle', 'VERB'), ('hobo', 'NOUN'), ('holiday', 'NOUN'), ('hot', 'ADJ'), ('jewel', 'NOUN'), ('kashmir', 'NOUN'), ('lace', 'NOUN'), ('laptop', 'NOUN'), ('large', 'ADJ'), ('leather', 'NOUN'), ('limit', 'NOUN'), ('london', 'ADJ'), ('mango', 'ADJ'), ('messenger', 'NOUN'), ('metallic', 'ADJ'), ('midnight', 'NOUN'), ('millionaire', 'NOUN'), ('mini', 'ADJ'), ('mirror', 'NOUN'), ('miss', 'NOUN'), ('multibag', 'VERB'), ('nvie', 'ADV'), ('offer', 'VERB'), ('olive', 'ADJ'), ('party', 'NOUN'), ('pashmina', 'NOUN'), ('pink', 'ADJ'), ('polka', 'NOUN'), ('potli', 'VERB'), ('princess', 'NOUN'), ('purple', 'ADJ'), ('purse', 'NOUN'), ('red', 'ADJ'), ('rio', 'NOUN'), ('royal', 'ADJ'), ('sand', 'NOUN'), ('satin', 'NOUN'), ('seal', 'NOUN'), ('sequined', 'VERB'), ('sequins', 'VERB'), ('shawl', 'NOUN'), ('silk', 'NOUN'), ('silver', 'ADJ'), ('small', 'ADJ'), ('sparkle', 'NOUN'), ('spring', 'NOUN'), ('stone', 'NOUN'), ('strip', 'NOUN'), ('stripe', 'NOUN'), ('suede', 'VERB'), ('swiss', 'ADJ'), ('tan', 'NOUN'), ('tantalize', 'NOUN'), ('tassle', 'NOUN'), ('temptations', 'NOUN'), ('time', 'NOUN'), ('tina', 'NUM'), ('tone', 'NOUN'), ('tote', 'NOUN'), ('tri', 'NOUN'), ('trim', 'VERB'), ('turquoise', 'NOUN'), ('two', 'NUM'), ('velvet', 'NOUN'), ('vicious', 'ADJ'), ('violet', 'NOUN'), ('wash', 'NOUN'), ('weekender', 'NOUN'), ('wine', 'NOUN'), ('yellow', 'ADJ'), ('zip', 'NOUN')]"
2267,ny girls.com,clothe com girls orange pant piece set white,"[('clothe', 'NOUN'), ('com', 'NOUN'), ('girls', 'NOUN'), ('orange', 'NOUN'), ('pant', 'ADJ'), ('piece', 'NOUN'), ('set', 'VERB'), ('white', 'ADJ')]"
2268,nyc subway line,city clothe shirt small subway train york,"[('city', 'NOUN'), ('clothe', 'NOUN'), ('shirt', 'NOUN'), ('small', 'ADJ'), ('subway', 'NOUN'), ('train', 'NOUN'), ('york', 'NOUN')]"
2269,nydj,bootcut clothe flare jean nydj petite plus pocket tuck tummy women,"[('bootcut', 'NOUN'), ('clothe', 'NOUN'), ('flare', 'NOUN'), ('jean', 'NOUN'), ('nydj', 'NOUN'), ('petite', 'NOUN'), ('plus', 'CCONJ'), ('pocket', 'NOUN'), ('tuck', 'NOUN'), ('tummy', 'NOUN'), ('women', 'NOUN')]"
2270,nygård collection,breast clothe double jacket pleat single trouser,"[('breast', 'NOUN'), ('clothe', 'NOUN'), ('double', 'ADJ'), ('jacket', 'NOUN'), ('pleat', 'VERB'), ('single', 'ADJ'), ('trouser', 'NOUN')]"
2271,nyl new york laundry,athletic baby capri clothe french gray heather jacket kangaroo laundry medium mockneck nyl pink pocket raglan short sleeve small strip tee terry white women york,"[('athletic', 'ADJ'), ('baby', 'NOUN'), ('capri', 'NOUN'), ('clothe', 'NOUN'), ('french', 'ADJ'), ('gray', 'ADJ'), ('heather', 'NOUN'), ('jacket', 'NOUN'), ('kangaroo', 'NOUN'), ('laundry', 'NOUN'), ('medium', 'NOUN'), ('mockneck', 'NOUN'), ('nyl', 'NOUN'), ('pink', 'ADJ'), ('pocket', 'NOUN'), ('raglan', 'NOUN'), ('short', 'ADJ'), ('sleeve', 'ADJ'), ('small', 'ADJ'), ('strip', 'NOUN'), ('tee', 'NOUN'), ('terry', 'NOUN'), ('white', 'ADJ'), ('women', 'NOUN'), ('york', 'NOUN')]"
